order_id,order_datetime,customer_id,restaurant_id,partner_id,items_count,order_value,payment_method,status,estimated_delivery_mins,delivery_duration,delivery_distance_km,tip_amount,restaurant_name,cuisine,rating_x,address_x,city_x,opening_time,closing_time,avg_cost_for_two,partner_name,vehicle_type,vehicle_no,phone_x,rating_y,joined_date,active,customer_name,phone_y,email,signup_date,address_y,city_y,postcode,loyalty_points,order_hour,order_day,order_month
ORD500010,2023-01-09 16:02:00,CUST1484,REST3388,DP2488,2,287.94,Cash,delivered,27,45,1.32,10,Cafe Gupta,Italian,4.11,53 Avenue,Delhi,9:00,23:00,916,Shivansh Khan,Car,TN45D9491,8850496843,5.0,2021-07-22,True,Neha Joshi,9801513192,neha.joshi484@example.com,2019-02-20,213 Sector,Ahmedabad,792591,1407,16,Monday,1
ORD500011,2023-01-14 07:25:00,CUST1585,REST3186,DP2458,1,270.51,Cash,delivered,44,55,0.22,100,Kitchen Malhotra,Continental,4.53,85 Complex,Pune,10:00,23:00,432,Karan Patel,Scooter,TN29X6328,8647950613,4.43,2024-12-20,False,Kavya Agarwal,9678613143,kavya.agarwal585@example.com,2018-09-12,177 Cross Street,Chennai,900200,1108,7,Saturday,1
ORD500012,2023-01-02 22:25:00,CUST1378,REST3070,DP2181,2,348.88,Wallet,delivered,43,42,2.28,20,Cafe Singh,Chinese,4.7,162 Complex,Delhi,8:00,21:30,540,Simran Khan,Bicycle,UP12G6434,8789835163,4.34,2016-09-28,True,Aarzoo Agarwal,9719185923,aarzoo.agarwal378@example.com,2023-09-23,192 Block,Lucknow,718717,1408,22,Monday,1
ORD500013,2023-01-03 12:36:00,CUST1201,REST3328,DP2299,6,1066.86,Card,delivered,21,33,16.2,50,Dine Singh,Desserts,4.83,102 Avenue,Mumbai,9:00,00:30,767,Reyansh Chopra,Car,KA21K1901,8926498692,4.79,2023-03-11,True,Karan Desai,9841004174,karan.desai201@example.com,2024-05-01,165 Block,Kolkata,767685,647,12,Tuesday,1
ORD500014,2023-01-14 17:12:00,CUST1506,REST3016,DP2427,2,511.7,Cash,delivered,28,30,9.48,20,House Verma,South Indian,4.24,92 Avenue,Bengaluru,8:00,22:00,843,Reyansh Nair,Bike,TN73J4845,8712438453,4.81,2022-03-30,True,Anaya Gupta,9747861841,anaya.gupta506@example.com,2022-07-09,37 Block,Ahmedabad,823884,1420,17,Saturday,1
ORD500015,2023-01-12 16:23:00,CUST1286,REST3532,DP2024,4,743.27,UPI,delivered,40,33,1.58,30,Spice Khan,Fast Food,4.85,179 Road,Bengaluru,9:00,21:30,809,Isha Iyer,Scooter,KA43S9918,8906102400,4.44,2017-12-13,False,Ishaan Gupta,9846779977,ishaan.gupta286@example.com,2023-12-24,88 Block,Kolkata,818699,1476,16,Thursday,1
ORD500016,2023-01-15 18:39:00,CUST1244,REST3313,DP2269,4,994.32,Cash,delivered,47,39,3.28,10,Spice Chopra,Chinese,4.83,151 Avenue,Chennai,9:00,00:30,1112,Saira Bhatia,Bike,DL68X4181,8939313755,4.64,2020-01-08,True,Arjun Bhatia,9795051179,arjun.bhatia244@example.com,2023-10-03,206 Station Road,Mumbai,259715,1244,18,Sunday,1
ORD500017,2023-01-07 05:00:00,CUST1469,REST3082,DP2340,5,476.48,Card,picked_up,32,69,10.97,30,Spice Saxena,Italian,3.99,188 Road,Bengaluru,10:00,22:00,367,Meera Joshi,Bicycle,MH14N2951,8805959720,4.35,2021-01-17,True,Vidyut Chopra,9743090593,vidyut.chopra469@example.com,2023-12-26,209 MG Road,Chennai,713656,795,5,Saturday,1
ORD500018,2023-01-14 01:17:00,CUST1019,REST3309,DP2389,2,268.79,Wallet,delivered,42,56,5.54,20,Hub Jain,Fast Food,5.0,134 Street,Jaipur,10:00,22:00,395,Saira Iyer,Car,KA69E2468,8770358475,4.43,2023-12-19,False,Zoya Das,9706789585,zoya.das19@example.com,2019-09-19,96 Station Road,Lucknow,926449,1086,1,Saturday,1
ORD500019,2023-01-01 19:39:00,CUST1276,REST3384,DP2343,3,255.06,Wallet,cancelled,28,44,6.0,20,Cafe Jain,Street Food,4.2,199 Road,Ahmedabad,11:00,21:30,208,Simran Nair,Scooter,UP97R8697,8855502803,4.45,2022-04-21,True,Nikhil Saxena,9677452948,nikhil.saxena276@example.com,2020-03-26,155 Block,Pune,634369,82,19,Sunday,1
ORD500020,2023-01-17 02:16:00,CUST1350,REST3135,DP2354,6,1672.78,UPI,delivered,44,65,0.11,0,Spice Saxena,Street Food,4.39,122 Street,Mumbai,9:00,22:00,1016,Amit Mehta,Bike,MH93J9268,8761012431,4.59,2020-11-08,True,Arnav Khan,9903791962,arnav.khan350@example.com,2019-01-26,230 Block,Mumbai,350927,432,2,Tuesday,1
ORD500021,2023-01-07 09:48:00,CUST1273,REST3085,DP2460,6,1472.1,Cash,delivered,19,41,1.28,0,Grill Malhotra,Fast Food,4.49,47 Avenue,Bengaluru,9:00,23:00,1154,Shivansh Gupta,Scooter,MH83U6060,8901208393,5.0,2023-03-27,True,Neha Verma,9815060622,neha.verma273@example.com,2018-07-29,146 Block,Chennai,490133,1133,9,Saturday,1
ORD500022,2023-01-03 13:59:00,CUST1023,REST3131,DP2109,2,191.39,Cash,rider_unavailable,18,12,1.78,10,Corner Patel,Fast Food,3.81,165 Complex,Jaipur,8:00,22:00,519,Anaya Kapoor,Bike,MH35D8952,8702873402,4.58,2017-02-08,True,Zoya Das,9827170451,zoya.das23@example.com,2020-05-17,238 Block,Chennai,857581,638,13,Tuesday,1
ORD500023,2023-01-04 12:06:00,CUST1585,REST3242,DP2089,1,420.99,Card,returned,29,66,2.56,10,Cafe Verma,North Indian,3.75,188 Street,Chennai,8:00,22:00,1172,Kavya Joshi,Bike,TN34C3988,8673349471,4.75,2019-04-01,True,Kavya Agarwal,9678613143,kavya.agarwal585@example.com,2018-09-12,177 Cross Street,Chennai,900200,1108,12,Wednesday,1
ORD500024,2023-01-19 08:43:00,CUST1349,REST3072,DP2159,5,963.72,Wallet,delivered,34,64,1.44,100,Bites Joshi,Chinese,4.06,12 Street,Chennai,11:00,21:30,667,Ishaan Patel,Bike,DL68S4308,8844106189,4.8,2017-01-04,True,Kabir Verma,9941851520,kabir.verma349@example.com,2018-02-08,180 Station Road,Delhi,634139,888,8,Thursday,1
ORD500025,2023-01-20 20:59:00,CUST1338,REST3108,DP2124,1,155.63,UPI,delivered,39,76,0.71,30,House Gupta,Fast Food,3.37,191 Street,Lucknow,10:00,01:00,992,Saira Nair,Scooter,UP22T5921,8620063720,4.78,2024-03-12,False,Priya Desai,9731925296,priya.desai338@example.com,2023-08-08,141 Cross Street,Hyderabad,910441,1000,20,Friday,1
ORD500026,2023-01-02 20:19:00,CUST1190,REST3093,DP2093,1,76.46,UPI,preparing,31,34,3.56,0,Bites Sharma,Italian,4.45,110 Avenue,Bengaluru,10:00,00:30,612,Kavya Nair,Bike,TN99Z1519,8777300892,4.5,2016-11-24,True,Simran Nair,9882895594,simran.nair190@example.com,2021-06-17,12 Station Road,Pune,738437,112,20,Monday,1
ORD500027,2023-01-02 03:18:00,CUST1081,REST3396,DP2328,6,566.44,Wallet,returned,36,38,2.57,20,Kitchen Jain,Chinese,4.92,42 Avenue,Lucknow,8:00,01:00,319,Saira Saxena,Car,TN37Q4728,8818816757,4.79,2017-04-07,True,Aarav Bhatia,9917770015,aarav.bhatia81@example.com,2024-04-30,170 MG Road,Delhi,783971,877,3,Monday,1
ORD500028,2023-01-17 02:47:00,CUST1507,REST3190,DP2480,3,883.63,Card,cancelled,43,61,2.8,30,Bites Malhotra,South Indian,4.37,127 Lane,Chennai,8:00,23:00,1108,Meera Malhotra,Bicycle,MH95O3022,8789512600,4.56,2025-02-11,False,Priya Verma,9812489610,priya.verma507@example.com,2021-09-19,177 Station Road,Mumbai,891975,973,2,Tuesday,1
ORD500029,2023-01-05 04:59:00,CUST1519,REST3006,DP2081,2,599.63,Cash,delivered,33,32,5.23,20,Corner Saxena,Chinese,3.89,134 Complex,Ahmedabad,9:00,22:00,959,Rhea Rao,Car,DL26Q3795,8615339098,4.71,2016-05-23,True,Zoya Sharma,9966253192,zoya.sharma519@example.com,2018-02-06,122 Station Road,Bengaluru,740343,17,4,Thursday,1
ORD500030,2023-01-20 23:36:00,CUST1555,REST3589,DP2193,6,281.98,Card,preparing,35,37,1.7,20,Corner Saxena,North Indian,3.81,37 Lane,Chennai,8:00,01:00,157,Anaya Kapoor,Bike,TN96B2735,8805943489,4.23,2016-08-08,True,Reyansh Agarwal,9993562857,reyansh.agarwal555@example.com,2019-01-16,96 Cross Street,Bengaluru,229361,820,23,Friday,1
ORD500031,2023-01-05 06:09:00,CUST1329,REST3233,DP2166,4,602.31,Cash,delivered,41,69,5.72,100,Hub Singh,Street Food,3.89,38 Lane,Bengaluru,9:00,23:00,499,Arjun Das,Bicycle,MH41R5556,8932734358,4.85,2023-01-18,True,Priya Chopra,9736899744,priya.chopra329@example.com,2020-04-12,85 MG Road,Jaipur,998283,759,6,Thursday,1
ORD500032,2023-01-10 09:09:00,CUST1518,REST3292,DP2223,4,1298.47,Cash,delivered,47,84,0.49,0,Bites Saxena,Italian,4.63,117 Road,Delhi,9:00,01:00,989,Rohan Iyer,Bike,KA42E5603,8747756061,4.12,2018-11-18,True,Shivansh Chopra,9947559434,shivansh.chopra518@example.com,2020-07-11,174 Station Road,Hyderabad,793238,838,9,Tuesday,1
ORD500033,2023-01-06 11:29:00,CUST1543,REST3007,DP2257,3,715.04,Card,delivered,28,21,1.99,0,Spice Joshi,Fast Food,3.7,81 Street,Hyderabad,9:00,01:00,1083,Nikhil Gupta,Car,DL84B3185,8653669829,4.39,2024-11-14,False,Aarzoo Saxena,9981774320,aarzoo.saxena543@example.com,2018-06-03,97 Cross Street,Lucknow,763404,99,11,Friday,1
ORD500034,2023-01-02 10:17:00,CUST1505,REST3352,DP2061,5,1109.06,Wallet,delivered,30,25,0.39,30,Cafe Mehta,Continental,3.7,46 Road,Ahmedabad,8:00,23:00,934,Aniket Das,Bike,DL23D2285,8962823870,4.54,2023-06-10,False,Sahil Jain,9741807273,sahil.jain505@example.com,2022-04-18,168 Sector,Ahmedabad,748543,968,10,Monday,1
ORD500035,2023-01-16 08:06:00,CUST1456,REST3012,DP2090,3,857.21,Cash,picked_up,25,59,2.89,10,Taste Bhatia,South Indian,4.31,136 Road,Hyderabad,9:00,21:30,956,Arnav Patel,Bicycle,TN44W9060,8700818691,4.63,2019-08-06,True,Anaya Rao,9739675983,anaya.rao456@example.com,2019-12-14,8 Sector,Jaipur,692959,1126,8,Monday,1
ORD500036,2023-01-16 11:57:00,CUST1067,REST3582,DP2268,6,1055.29,Wallet,delivered,46,58,1.1,10,Cafe Singh,Italian,4.57,10 Avenue,Bengaluru,8:00,22:00,645,Arjun Nair,Bicycle,TN16N3374,8716052787,4.47,2022-11-01,False,Maya Rao,9720603039,maya.rao67@example.com,2020-03-26,38 MG Road,Mumbai,366736,973,11,Monday,1
ORD500037,2023-01-17 21:20:00,CUST1491,REST3379,DP2511,3,395.82,Cash,delivered,42,66,4.71,50,Grill Desai,Mexican,4.5,96 Complex,Pune,8:00,00:30,364,Ishaan Joshi,Bike,DL35A3884,8740546686,4.58,2017-02-18,True,Aarav Jain,9647045116,aarav.jain491@example.com,2021-04-21,211 Block,Jaipur,319374,198,21,Tuesday,1
ORD500038,2023-01-17 22:51:00,CUST1194,REST3233,DP2174,1,125.82,Wallet,delivered,23,42,1.6,30,Hub Singh,Street Food,3.89,38 Lane,Bengaluru,9:00,23:00,499,Pooja Kapoor,Bicycle,UP73Q9154,8864411314,4.68,2025-01-22,True,Tara Malhotra,9768073144,tara.malhotra194@example.com,2024-06-16,110 Block,Pune,853963,1311,22,Tuesday,1
ORD500039,2023-01-11 12:07:00,CUST1332,REST3412,DP2474,4,492.34,UPI,delivered,33,70,0.86,30,House Rao,Continental,5.0,2 Avenue,Chennai,8:00,01:00,415,Riya Das,Bike,TN54U4485,8914154932,5.0,2025-06-05,True,Khushi Khan,9762772829,khushi.khan332@example.com,2018-03-04,55 Station Road,Delhi,893159,980,12,Wednesday,1
ORD500040,2023-01-18 01:54:00,CUST1394,REST3429,DP2025,2,463.27,Wallet,delivered,38,68,2.3,0,Dine Iyer,Italian,3.79,42 Avenue,Kolkata,9:00,23:00,1117,Arnav Bhatia,Bike,UP93C9465,8735069426,4.63,2020-03-21,True,Kavya Kapoor,9700447784,kavya.kapoor394@example.com,2021-07-12,216 Sector,Ahmedabad,166215,735,1,Wednesday,1
ORD500041,2023-01-04 09:35:00,CUST1409,REST3374,DP2014,4,855.18,UPI,preparing,45,44,0.67,20,Hub Khan,Street Food,4.02,58 Street,Hyderabad,9:00,23:00,754,Simran Desai,Bike,KA64F1079,8768155907,4.08,2018-10-05,True,Ishaan Desai,9601327724,ishaan.desai409@example.com,2019-01-17,188 Sector,Kolkata,176407,1094,9,Wednesday,1
ORD500042,2023-01-14 11:49:00,CUST1188,REST3222,DP2097,1,122.73,UPI,delivered,34,41,2.38,50,Kitchen Rao,South Indian,5.0,77 Complex,Jaipur,9:00,01:00,1044,Pooja Khan,Bike,MH80Q3001,8735996241,4.68,2021-05-25,True,Riya Patel,9955375631,riya.patel188@example.com,2022-10-03,125 Block,Jaipur,544303,559,11,Saturday,1
ORD500043,2023-01-08 16:13:00,CUST1202,REST3022,DP2509,4,353.22,Cash,delivered,30,34,0.41,0,Cafe Joshi,Chinese,4.95,104 Lane,Pune,11:00,22:00,404,Aarav Joshi,Bike,DL47O4185,8938945168,4.35,2022-07-26,True,Rohan Patel,9636660907,rohan.patel202@example.com,2023-04-05,114 Cross Street,Hyderabad,730148,115,16,Sunday,1
ORD500044,2023-01-05 07:44:00,CUST1498,REST3511,DP2443,4,619.0,UPI,returned,52,73,1.41,10,Taste Joshi,South Indian,4.29,130 Street,Pune,9:00,23:00,604,Zoya Khan,Scooter,DL12A9846,8918097950,4.57,2018-11-25,True,Kavya Malhotra,9811958979,kavya.malhotra498@example.com,2018-05-23,129 Block,Lucknow,949333,1170,7,Thursday,1
ORD500045,2023-01-16 03:36:00,CUST1061,REST3361,DP2108,1,240.21,Wallet,delivered,33,61,0.43,100,Grill Saxena,Desserts,4.73,50 Lane,Ahmedabad,10:00,00:30,342,Reyansh Rao,Bike,TN92K2809,8651677207,4.68,2021-11-13,True,Arjun Khan,9934554012,arjun.khan61@example.com,2021-07-09,170 MG Road,Hyderabad,641756,633,3,Monday,1
ORD500046,2023-01-07 14:00:00,CUST1144,REST3240,DP2531,4,681.72,Wallet,delivered,23,44,1.73,20,Kitchen Rao,Street Food,4.18,18 Avenue,Pune,11:00,21:30,519,Kabir Saxena,Bike,DL63N7608,8970719354,4.1,2022-01-11,True,Tara Agarwal,9958007385,tara.agarwal144@example.com,2018-02-08,231 Sector,Hyderabad,820526,1119,14,Saturday,1
ORD500047,2023-01-01 07:04:00,CUST1315,REST3162,DP2346,6,1213.01,Wallet,delivered,36,65,4.56,10,Taste Malhotra,Fast Food,5.0,161 Lane,Chennai,11:00,01:00,792,Neha Desai,Bike,KA58D8014,8785297250,4.17,2020-01-03,False,Pooja Nair,9617037531,pooja.nair315@example.com,2021-03-21,105 Station Road,Bengaluru,913028,1313,7,Sunday,1
ORD500048,2023-01-03 18:32:00,CUST1132,REST3542,DP2288,3,556.7,UPI,rider_unavailable,37,50,3.04,50,Spice Das,Fast Food,4.14,113 Avenue,Lucknow,9:00,01:00,531,Zoya Sharma,Bike,TN97R3163,8854425765,4.68,2019-11-21,False,Kabir Saxena,9778477341,kabir.saxena132@example.com,2024-03-10,196 Block,Pune,587463,659,18,Tuesday,1
ORD500049,2023-01-13 20:44:00,CUST1484,REST3064,DP2018,4,861.1,UPI,delivered,33,36,0.34,10,Taste Nair,North Indian,3.91,131 Avenue,Mumbai,10:00,22:00,701,Aniket Desai,Bicycle,TN85G1600,8896134775,4.33,2018-12-03,False,Neha Joshi,9801513192,neha.joshi484@example.com,2019-02-20,213 Sector,Ahmedabad,792591,1407,20,Friday,1
ORD500050,2023-01-08 10:08:00,CUST1239,REST3320,DP2487,3,536.45,Cash,delivered,35,69,0.27,0,Taste Kapoor,Fast Food,4.63,126 Complex,Pune,9:00,22:00,745,Khushi Sharma,Scooter,UP88I8437,8601049563,4.28,2020-10-15,True,Meera Saxena,9834586485,meera.saxena239@example.com,2022-06-27,191 Sector,Pune,465505,382,10,Sunday,1
ORD500051,2023-01-05 10:09:00,CUST1130,REST3329,DP2586,2,222.71,UPI,delivered,35,40,0.11,10,Spice Chopra,Italian,4.17,9 Road,Delhi,11:00,01:00,418,Rhea Jain,Bike,DL57F3200,8706311461,4.46,2021-06-15,True,Shivansh Malhotra,9748309195,shivansh.malhotra130@example.com,2022-08-27,88 Block,Hyderabad,970408,5,10,Thursday,1
ORD500052,2023-01-12 02:50:00,CUST1576,REST3481,DP2019,3,486.67,Card,preparing,25,39,1.29,50,Kitchen Chopra,Seafood,4.06,173 Road,Lucknow,11:00,23:00,876,Arnav Kapoor,Bike,TN38Y5767,8671876953,4.18,2021-03-18,True,Nikhil Jain,9914134289,nikhil.jain576@example.com,2023-06-02,237 Block,Bengaluru,835423,1184,2,Thursday,1
ORD500053,2023-01-18 01:42:00,CUST1151,REST3329,DP2083,5,508.77,Cash,delivered,46,40,1.59,20,Spice Chopra,Italian,4.17,9 Road,Delhi,11:00,01:00,418,Simran Das,Car,UP65Q9745,8766248158,4.44,2019-11-23,False,Anaya Desai,9795883382,anaya.desai151@example.com,2019-06-23,24 Cross Street,Kolkata,893790,850,1,Wednesday,1
ORD500054,2023-01-11 05:28:00,CUST1398,REST3197,DP2282,6,1356.16,Card,delivered,43,63,0.06,100,Dine Khan,North Indian,4.47,113 Road,Kolkata,8:00,22:00,933,Neha Patel,Bicycle,MH56L3871,8947985044,5.0,2022-04-07,True,Saira Patel,9903681277,saira.patel398@example.com,2023-07-22,141 Block,Delhi,710534,233,5,Wednesday,1
ORD500055,2023-01-06 14:40:00,CUST1228,REST3003,DP2335,3,316.4,Wallet,delivered,37,62,0.78,0,Dine Jain,Italian,4.74,58 Road,Delhi,10:00,22:00,378,Rhea Nair,Bike,UP85I7557,8791178287,4.56,2021-05-02,False,Zoya Jain,9659692990,zoya.jain228@example.com,2021-03-26,61 Cross Street,Delhi,160068,488,14,Friday,1
ORD500056,2023-01-04 07:48:00,CUST1279,REST3327,DP2496,3,186.4,UPI,delivered,32,63,2.86,30,Corner Khan,Street Food,4.35,56 Complex,Chennai,8:00,22:00,191,Arjun Singh,Scooter,MH81B5831,8804792354,4.29,2020-07-03,True,Reyansh Rao,9918753496,reyansh.rao279@example.com,2021-10-09,130 Block,Lucknow,623641,1451,7,Wednesday,1
ORD500057,2023-01-05 06:46:00,CUST1123,REST3302,DP2062,6,985.6,Cash,delivered,40,45,6.78,0,Grill Bhatia,Mexican,4.21,113 Street,Lucknow,10:00,22:00,625,Reyansh Sharma,Bicycle,MH71L6167,8864323224,4.27,2022-06-11,True,Karan Bhatia,9876271759,karan.bhatia123@example.com,2018-01-05,169 Block,Jaipur,543321,111,6,Thursday,1
ORD500058,2023-01-18 23:49:00,CUST1385,REST3433,DP2011,3,331.92,UPI,delivered,52,60,4.14,100,Dine Nair,Street Food,4.46,19 Avenue,Hyderabad,8:00,21:30,198,Shivansh Joshi,Car,UP19J2103,8734586891,4.46,2017-02-06,True,Meera Bhatia,9938099996,meera.bhatia385@example.com,2020-01-26,48 Sector,Pune,140610,1257,23,Wednesday,1
ORD500059,2023-01-01 13:48:00,CUST1029,REST3431,DP2080,3,410.8,UPI,delivered,25,43,0.3,100,Grill Chopra,Seafood,3.53,114 Street,Bengaluru,11:00,21:30,377,Aarzoo Agarwal,Bicycle,DL20U7387,8766092106,4.53,2018-07-28,True,Maya Jain,9790212059,maya.jain29@example.com,2022-10-01,106 Sector,Mumbai,816073,1338,13,Sunday,1
ORD500060,2023-01-15 05:49:00,CUST1391,REST3568,DP2160,5,1976.88,Cash,preparing,23,19,8.6,30,Taste Malhotra,Fast Food,4.44,7 Avenue,Delhi,10:00,21:30,1141,Ishaan Gupta,Scooter,MH21D8362,8940415038,4.31,2020-01-26,True,Rohan Khan,9663276495,rohan.khan391@example.com,2020-09-04,79 MG Road,Bengaluru,501439,1420,5,Sunday,1
ORD500061,2023-01-07 05:23:00,CUST1466,REST3282,DP2202,6,1223.33,Cash,delivered,55,55,0.04,20,Hub Verma,Italian,4.0,30 Lane,Bengaluru,11:00,21:30,799,Meera Jain,Bicycle,KA79W4869,8692924546,4.92,2023-06-07,True,Neha Nair,9892335769,neha.nair466@example.com,2023-06-09,89 Block,Lucknow,447226,795,5,Saturday,1
ORD500062,2023-01-14 08:17:00,CUST1131,REST3330,DP2017,1,171.15,Cash,delivered,37,62,5.62,0,Kitchen Malhotra,South Indian,3.98,19 Complex,Pune,8:00,22:00,460,Sahil Joshi,Bike,KA90C2235,8610002061,4.69,2025-07-11,True,Kavya Rao,9915109789,kavya.rao131@example.com,2024-07-03,169 Sector,Bengaluru,578238,1103,8,Saturday,1
ORD500063,2023-01-11 20:33:00,CUST1377,REST3145,DP2322,6,1458.0,Card,delivered,41,71,11.5,30,Corner Saxena,Desserts,3.91,110 Complex,Kolkata,8:00,23:00,1089,Aarzoo Verma,Scooter,UP85B8685,8663845877,4.35,2018-11-02,True,Anaya Desai,9946298490,anaya.desai377@example.com,2022-06-25,248 Cross Street,Pune,221090,21,20,Wednesday,1
ORD500064,2023-01-10 21:09:00,CUST1331,REST3405,DP2182,3,347.21,Card,delivered,46,77,0.59,30,Corner Verma,Desserts,4.36,190 Avenue,Chennai,9:00,22:00,343,Riya Sharma,Bike,TN90R3719,8906543433,4.28,2022-10-16,False,Reyansh Verma,9639075791,reyansh.verma331@example.com,2020-02-10,206 Block,Lucknow,337558,981,21,Tuesday,1
ORD500065,2023-01-07 10:30:00,CUST1331,REST3579,DP2582,1,263.22,Card,delivered,17,53,3.91,0,Grill Malhotra,Chinese,3.76,138 Road,Bengaluru,10:00,01:00,733,Arnav Bhatia,Car,UP20Q4093,8827066793,4.79,2017-11-10,False,Reyansh Verma,9639075791,reyansh.verma331@example.com,2020-02-10,206 Block,Lucknow,337558,981,10,Saturday,1
ORD500066,2023-01-17 07:43:00,CUST1135,REST3508,DP2065,1,289.4,Card,delivered,40,63,0.72,0,Kitchen Khan,Fast Food,3.95,198 Complex,Jaipur,8:00,00:30,688,Ishaan Sharma,Bike,DL58S2650,8774717229,5.0,2020-01-21,True,Rohan Nair,9619874754,rohan.nair135@example.com,2019-06-02,129 Block,Kolkata,215239,901,7,Tuesday,1
ORD500067,2023-01-04 17:13:00,CUST1240,REST3094,DP2368,3,517.06,Wallet,delivered,17,28,4.26,0,Taste Singh,Fast Food,4.44,44 Lane,Chennai,8:00,00:30,881,Kabir Joshi,Bike,MH50R7943,8854935364,4.63,2023-08-28,True,Kabir Nair,9797217877,kabir.nair240@example.com,2023-10-28,69 MG Road,Pune,192760,881,17,Wednesday,1
ORD500068,2023-01-18 02:03:00,CUST1071,REST3504,DP2410,5,780.74,Wallet,delivered,17,48,3.5,50,Corner Kapoor,Seafood,4.64,189 Lane,Pune,8:00,23:00,523,Aarzoo Patel,Bike,DL60B2364,8823473354,4.81,2023-11-25,True,Tara Kapoor,9849453439,tara.kapoor71@example.com,2023-12-16,144 Block,Kolkata,901937,906,2,Wednesday,1
